ID,target
000137c73,6308800.0
00021489f,6300000.0
0004d7953,6500000.0
00056a333,14352666.668000001
00056d8eb,578000.0
0005fc190,920000.0
000787e86,4300000.0
0008510a0,1120000.0
000895faf,2240000.0
000986fba,1848000.0
0009efcc5,10530000.0
000dd8f00,250000.0
000e1cdc2,10120000.0
00103739c,1295500.0
00134b367,16080000.0
001788d0d,7626000.0
0019c8ad7,9170000.0
001a267b9,2575600.0
001a85486,2800000.0
001c4de06,8103300.0
001f9014b,211400.0
00216fb94,5900000.0
00235690e,2680000.0
00240739d,2972000.0
0024c3747,3460000.0
00297052d,11640571.428
002ab8f85,3140000.0
002bed5c0,5566800.0
002bf3974,11625333.331999999
002d23a26,450000.0
002f27de9,8588200.0
0030d8bb4,7920000.0
003146acd,340000.0
003223263,7164000.0
00335575e,14596000.0
00337cf9d,7033333.3319999995
003394397,1068000.0
0036358a3,7796000.0
003770d30,14160000.0
003bed5ea,512000.0
003ea6427,10139133.331999999
003ef8132,11200000.0
003fd1723,16760000.0
0041861b4,2088000.0
0042b718b,9466666.668000001
004381d8f,16320000.0
0043ca764,2220000.0
004486837,2866366.668
0045c123e,11570000.0
0048915c6,5740000.0
004ab9a09,4134222.22
004b2e1c9,10976066.668000001
004c54732,4749966.668
004cdefce,1068000.0
004dd971b,11206666.668000001
004f9329b,340000.0
004fd2bca,2412533.332
0054bfedb,4620000.0
0054ec58a,5503700.0
00551f45d,19480000.0
005777b4c,15530000.0
00578d6ea,6160000.0
005802488,17000000.0
0059833b6,20180000.0
005a70085,14040000.0
005b148a0,340000.0
005c28df4,8200000.0
005f8dc26,7560000.0
00603c202,19200000.0
006049609,360000.0
00612f47e,340000.0
00647a57f,976000.0
0065853ee,340000.0
006589d5e,540000.0
006598823,18000000.0
0065c093c,12673000.0
006738351,9620000.0
006a0c6a8,15921400.0
006e9efe6,28000000.0
006f029d3,340000.0
0070f35a2,2500000.0
007135f85,340000.0
007285433,4160000.0
00735e101,512000.0
0074ecf4e,5500000.0
007635fa9,3160000.0
007723613,7113000.0
007867da9,360000.0
0078bfbd6,6859266.6680000005
0078ce229,340000.0
007a89d50,860000.0
007d43dfa,5140000.0
007ee9e05,12791200.0
007ffeae2,8700000.0
00835c85c,6747400.0
0084b08f1,7144000.0
0087fb290,346400.0
0088a96bd,1531066.668
008ac4292,11156000.0
008d8cca8,4880000.0
008e07b8c,4956000.0
008e5e25a,3448000.0
0094edcdb,7099400.0
00950141c,3850666.668
009566ef1,6613000.0
0095c81d4,340000.0
0097a6ed4,2120000.0
0098fef9a,10266666.668000001
009b321ec,3473333.332
009cd681e,5120000.0
009f34f86,340000.0
009f35cd3,2300000.0
009f65109,10681866.668000001
00a19014a,2460053.332
00a27e76a,3200000.0
00a3b6ef7,5358000.0
00a427603,14148000.0
00a6dc8be,1840000.0
00a811734,3519666.668
00a8f58a7,580000.0
00aaae151,1842000.0
00ab17f67,460000.0
00ac2d3a5,6900000.0
00adab1b6,6544000.0
00aef0d56,340000.0
00b0b06c4,788000.0
00b0e2303,1664666.668
00b1fbbc9,6074600.0
00b43e0c1,5493333.332
00b7190a8,340000.0
00b722e1b,3153300.0
00bba815f,5338000.0
00bbb1c42,1720000.0
00bc2b665,340000.0
00bc35689,5653866.668
00be23f52,3880000.0
00be24ac5,6260000.0
00bfd0f70,2998000.0
00c02f73e,11900000.0
00c08e5b3,4438600.0
00c8690ff,13460000.0
00c8df4d5,3216000.0
00c8e30de,2420000.0
00ca3fb04,6331200.0
00cabf621,1260000.0
00cb48ae3,4553600.0
00cb6b147,9025000.0
00cc91a22,5573600.0
00cd65e9d,10140000.0
00cd7d6a8,4241200.0
00cdc1483,340000.0
00ce9bea5,9225900.0
00cea0091,5360000.0
00cea68c6,4680000.0
00d5a5975,8440000.0
00d80a3a4,18094000.0
00d9f3864,1428000.0
00da4bd31,16400000.0
00df4dd77,6260000.0
00e1a55bf,340000.0
00e332971,340000.0
00e5b6b1b,3830000.0
00e85d5e3,340000.0
00e90abfa,3009200.0
00e9708b4,5920000.0
00e9c680f,11451400.0
00eaa4394,11330600.0
00eae8832,14280000.0
00ebefdc0,2195200.0
00ecbcb1b,1161600.0
00ed49382,17742433.332
00ed87564,340000.0
