ID,target
000137c73,15767400.0
00021489f,4869180.945582411
0004d7953,12087333.334
00056a333,9162566.666
00056d8eb,5984534.204053865
0005fc190,2711604.9427088606
000787e86,5984534.204053865
0008510a0,4922844.290717287
000895faf,5984534.204053865
000986fba,10240693.334
0009efcc5,9950200.0
000dd8f00,5984534.204053865
000e1cdc2,3312847.018566659
00103739c,6109711.590670304
00134b367,2957491.937469681
001788d0d,6684114.288
0019c8ad7,2481000.0
001a267b9,5748000.0
001a85486,3032000.0
001c4de06,2677844.444
001f9014b,4739881.894936967
00216fb94,5984534.204053865
00235690e,5984534.204053865
00240739d,6378772.39293832
0024c3747,2957328.5758662866
00297052d,7052771.428
002ab8f85,5984534.204053865
002bed5c0,7446900.0
002bf3974,14070850.0
002d23a26,4062241.9494603937
002f27de9,4582382.389924528
0030d8bb4,5984869.963323077
003146acd,5984534.204053865
003223263,11415500.0
00335575e,14735000.0
00337cf9d,6783200.0
003394397,5884869.963323077
0036358a3,4981490.583735263
003770d30,3107967.62595134
003bed5ea,5984534.204053865
003ea6427,16540140.0
003ef8132,5137760.926939191
003fd1723,13926000.0
0041861b4,918377.7780000002
0042b718b,2189398.7927323943
004381d8f,3593800.0
0043ca764,5834767.160625408
004486837,17064000.0
0045c123e,7735200.0
0048915c6,6294906.638701752
004ab9a09,8865633.334
004b2e1c9,15841600.0
004c54732,1965666.666
004cdefce,5884869.963323077
004dd971b,12772633.334
004f9329b,5984534.204053865
004fd2bca,1539450.0
0054bfedb,6543533.334000001
0054ec58a,1104266.666
00551f45d,19621157.142
005777b4c,14867533.334
00578d6ea,5984534.204053865
005802488,13411600.0
0059833b6,8275500.0
005a70085,7326000.0
005b148a0,5984534.204053865
005c28df4,6019166.6680000005
005f8dc26,5449335.4113214705
00603c202,10103533.334
006049609,5525424.804364013
00612f47e,5984534.204053865
00647a57f,5984534.204053865
0065853ee,5984534.204053865
006589d5e,499400.0
006598823,7433146.665999999
0065c093c,9983600.0
006738351,6756533.334000001
006a0c6a8,7534476.924000001
006e9efe6,4814520.0
006f029d3,1512803.7354412552
0070f35a2,5145198.792732394
007135f85,5984534.204053865
007285433,8898400.0
00735e101,1829130.0
0074ecf4e,5984534.204053865
007635fa9,3816333.3340000003
007723613,7119384.222071623
007867da9,5984534.204053865
0078bfbd6,8269200.0
0078ce229,5984534.204053865
007a89d50,5437335.4113214705
007d43dfa,2245676.9427088606
007ee9e05,9161327.217510736
007ffeae2,6100613.195730335
00835c85c,4568569.166971129
0084b08f1,3282066.666
0087fb290,3572608.491484473
0088a96bd,5189333.3319999995
008ac4292,10100033.334
008d8cca8,6188499.822136228
008e07b8c,4670869.963323077
008e5e25a,8550000.0
0094edcdb,8718500.0
00950141c,3087888.856345413
009566ef1,11735266.666
0095c81d4,5984534.204053865
0097a6ed4,3777200.0
0098fef9a,5151850.0
009b321ec,9269400.0
009cd681e,4981844.140440846
009f34f86,5984534.204053865
009f35cd3,5984534.204053865
009f65109,6289386.665999999
00a19014a,6709116.665999999
00a27e76a,2380500.0
00a3b6ef7,4173814.061995115
00a427603,6404342.858
00a6dc8be,6398477.199492976
00a811734,6089200.0
00a8f58a7,5984534.204053865
00aaae151,5984534.204053865
00ab17f67,5984534.204053865
00ac2d3a5,5653407.284216868
00adab1b6,2674100.0
00aef0d56,5090136.912512427
00b0b06c4,5011000.0
00b0e2303,5266000.0
00b1fbbc9,2251500.0
00b43e0c1,6876600.0
00b7190a8,5984534.204053865
00b722e1b,6759800.0
00bba815f,8247500.0
00bbb1c42,5984534.204053865
00bc2b665,5984534.204053865
00bc35689,8939633.334
00be23f52,14878000.0
00be24ac5,7307726.101559946
00bfd0f70,4807900.624879489
00c02f73e,3466000.0
00c08e5b3,13975000.0
00c8690ff,4441763.425435267
00c8df4d5,13109133.334
00c8e30de,4973155.809845542
00ca3fb04,5209300.0
00cabf621,5984534.204053865
00cb48ae3,4597120.0
00cb6b147,5984534.204053865
00cc91a22,9587000.0
00cd65e9d,11950428.572
00cd7d6a8,1607400.0
00cdc1483,5984534.204053865
00ce9bea5,16043700.0
00cea0091,7907350.0
00cea68c6,8632302.641302416
00d5a5975,8423000.0
00d80a3a4,25254335.713999998
00d9f3864,8321966.665999999
00da4bd31,8136333.334000001
00df4dd77,4801071.705792959
00e1a55bf,5984534.204053865
00e332971,5984534.204053865
00e5b6b1b,8384869.963323077
00e85d5e3,5984534.204053865
00e90abfa,2063600.0
00e9708b4,5984534.204053865
00e9c680f,14617166.666
00eaa4394,8175448.226085378
00eae8832,8346733.334000001
00ebefdc0,3320050.0
00ecbcb1b,5385233.334000001
00ed49382,14917619.048000002
00ed87564,3867782.129649578
00ef96cfd,77566.666
00efe7ca3,4862343.232407258
00f36aa18,5984534.204053865
00f3fb071,3993900.0
00f43f548,5937916.665999999
00f4d58ec,5984534.204053865
00f56e106,2868826.3580845073
00f84d8c2,1031633.334
00f92953b,5984534.204053865
00fa1d469,6350000.0
00ff96f49,4494000.0
0100ce0d8,14392200.0
0102ea9e1,5258453.853744833
0104b3af3,7388689.376467657
010672441,5984534.204053865
010771ca5,5984534.204053865
0108aea9f,5984534.204053865
010a479e1,6371682.389924528
010d0a2dd,10134366.666
010e3cea2,5984534.204053865
010e5417b,12607133.334
01108a561,971950.0
0110cca98,4829800.0
011449698,5984534.204053865
0114795f0,5365640.0
011626c20,13647238.094
0117c8f27,12496800.0
0117dcb47,16203933.331999999
0118c34be,8346600.0
0119efcb9,6559061.811115545
011a58e13,5984534.204053865
011b7902b,16801533.336000003
011ca122e,5846000.0
012053244,11171033.331999999
0122a258e,3610666.6659999997
0122a4305,5984534.204053865
01230d8ba,5984534.204053865
012414f4e,9403333.334
012452125,458200.0
0124529b5,1636604.9427088606
012556288,5974733.334000001
01257c24c,5984534.204053865
01258b972,5984534.204053865
0125b64db,5984534.204053865
01295ef92,5984534.204053865
012a2752f,5984534.204053865
012b6ba95,7762466.665999999
012b96b58,9389142.94921791
012e881b9,5889316.533379165
012f25e94,5984534.204053865
012fa70bb,2875320.0
01304fc0a,7978482.389924529
013230913,5984534.204053865
01336ceb8,2057378.3942083227
0133b85e7,11562133.334
0136f8766,5984534.204053865
0137356b9,3834404.7042458616
013750184,2463700.0
013a3f07c,6995002.123542672
013cc1c13,5131206.835455184
013e96334,10301833.331999999
013fae0b1,5984534.204053865
014076343,4425449.233426147
0140ea0ba,2710466.666
0143ee127,925200.0
014461014,12655750.0
01446634f,4009500.0
014729fb2,10073033.334
014749c88,3272466.666
014787fc1,10197400.0
014a6143c,4369455.556
014af25cd,2387600.0
014b5797e,5984534.204053865
014badcb1,1804000.0
014c523b1,9801666.666
014e55fdb,5984534.204053865
014ea0456,2123535.996237359
0151cc525,5984534.204053865
015409983,6716690.175294658
015411bfe,7574600.0
01560b792,1302685.7140000002
0157b07da,1858000.0
01587bbbc,3705614.0681463527
0158ba234,15007254.34232353
01590d52a,16050038.098
015a40790,4560769.721878545
015b07817,4300466.665999999
015fc3313,13451750.0
01604ee4b,5984534.204053865
016054375,1715766.666
01642dec0,8456700.0
0166ab5ea,9746566.913174372
016b405be,1171669.9633230767
016bdc940,15173433.334
016c31d1a,933800.0
016d290da,6256000.0
016decdd2,1930266.666
016ee1214,13313217.6706747
016efef23,5984534.204053865
016f60448,5984534.204053865
017029678,4206500.0
01704d4ca,2722000.0
0172638ce,6943355.809845542
0173e6be5,5984534.204053865
0174ed320,5417000.0
017623c5c,5984534.204053865
017a4044f,2428766.666
017a6c7f9,873000.0
017ae7ac3,5984534.204053865
017b80d83,4980000.0
017d9f1a4,10054146.666
017e22e34,18507777.778
017e9a902,5984534.204053865
0180f14e9,5984534.204053865
018148c57,3757750.0
018166b42,6218700.0
0181a6d0e,4980550.8671366805
018283661,2401200.0
0183f9b32,1855000.0
0186cbba4,4996400.0
0188bc86f,5984534.204053865
01890383f,6082333.334000001
018965366,5984534.204053865
0189c8ab0,5788664.689241358
018d514a2,5649014.516656923
018d765bb,4722549.48995071
018dbbe73,5340613.195730335
018de39ca,2203921.0083235293
018fd935f,5984534.204053865
018ffc9fa,11125666.666
019372984,2050844.8275862068
01937e592,7673314.286
019381521,9765636.364
01952e574,2556966.668
019540ad9,9508600.0
01955815c,5984534.204053865
0196be03d,3406021.0083235293
01978c738,3443733.3340000003
0197f607c,9226750.0
01980e862,5984534.204053865
019823615,5984534.204053865
019ab3785,16122714.286000002
019c0d544,3619021.406115954
019c5ad1d,5984534.204053865
019cff829,5984534.204053865
019ed3e51,5984534.204053865
019fd88df,9023900.0
01a0a9e06,5984534.204053865
01a1f927c,5984534.204053865
01a4d6c6c,9640000.0
01a697820,2540000.0
01a72cedb,1503333.334
01a900d08,13084933.334
01a960c35,4879400.0
01aa854be,4912248.026158542
01ab08b6a,2571986.666
01ad8126b,11539000.0
01af69076,5984534.204053865
