ID,target
000137c73,6189925.692724268
00021489f,4684588.298014495
0004d7953,6084103.4297298165
00056a333,11553344.417659774
00056d8eb,4672088.998899663
0005fc190,3015091.7048137197
000787e86,9932359.506975837
0008510a0,4899442.978882553
000895faf,4672088.998899663
000986fba,8258152.619013236
0009efcc5,5034895.392360304
000dd8f00,4672088.998899663
000e1cdc2,4058725.6482481966
00103739c,4488605.779334734
00134b367,4349228.885044815
001788d0d,2183991.0391363497
0019c8ad7,4926069.956891101
001a267b9,3573198.6394212474
001a85486,4660940.007659253
001c4de06,8476145.302110724
001f9014b,4352367.174886087
00216fb94,4644089.01094779
00235690e,4672088.998899663
00240739d,5218549.391509747
0024c3747,4434348.374065242
00297052d,5424074.161604196
002ab8f85,4672088.998899663
002bed5c0,4405867.534681261
002bf3974,13522783.56757752
002d23a26,5948402.076685542
002f27de9,7831901.947666793
0030d8bb4,6499350.254751072
003146acd,4540419.153429119
003223263,1279106.8163212147
00335575e,13120845.792817518
00337cf9d,8352861.235250529
003394397,5619004.83395194
0036358a3,5162622.620243627
003770d30,6023848.440944121
003bed5ea,4502453.774024065
003ea6427,11499720.900185082
003ef8132,6066872.583356897
003fd1723,9100316.573279446
0041861b4,2945538.2297046008
0042b718b,3969828.767894523
004381d8f,6021408.452762945
0043ca764,6894981.57280707
004486837,10177412.104627514
0045c123e,5862867.560189124
0048915c6,4672088.998899663
004ab9a09,9199661.833620539
004b2e1c9,11605755.32977232
004c54732,3643496.8784574415
004cdefce,4453943.434833597
004dd971b,8174777.542009873
004f9329b,4672088.998899663
004fd2bca,3357760.3390747067
0054bfedb,2642350.056111448
0054ec58a,1770817.2815294408
00551f45d,15795070.228743672
005777b4c,11530142.88151879
00578d6ea,6446259.591010902
005802488,11059061.172023568
0059833b6,5897877.261207584
005a70085,10094501.131840443
005b148a0,4672088.998899663
005c28df4,4521494.343754037
005f8dc26,5047581.382676751
00603c202,8813042.875015885
006049609,1903226.423801119
00612f47e,4672088.998899663
00647a57f,4286292.805806604
0065853ee,4672088.998899663
006589d5e,5145640.53210468
006598823,9878886.249241693
0065c093c,3155832.5129791927
006738351,7957807.22350623
006a0c6a8,5801086.618749049
006e9efe6,7127834.45720182
006f029d3,4676515.364803144
0070f35a2,4871968.881007771
007135f85,4672088.998899663
007285433,10328593.057514757
00735e101,4132480.210544423
0074ecf4e,6664836.151933423
007635fa9,5493532.431549338
007723613,6254459.471412349
007867da9,4672088.998899663
0078bfbd6,12127477.218179008
0078ce229,4672088.998899663
007a89d50,5078752.491329182
007d43dfa,4728251.896033672
007ee9e05,6718920.191861879
007ffeae2,4672088.998899663
00835c85c,9115534.592190668
0084b08f1,5276033.556260191
0087fb290,4567057.857618631
0088a96bd,1817642.0565377106
008ac4292,3012559.4627995705
008d8cca8,4531121.364204496
008e07b8c,5919531.906564805
008e5e25a,12304702.10833436
0094edcdb,6100723.0480377795
00950141c,5727965.32990707
009566ef1,10110156.643022534
0095c81d4,4672088.998899663
0097a6ed4,4146812.001279439
0098fef9a,1828553.3356260997
009b321ec,14920675.486630486
009cd681e,4451925.25463193
009f34f86,4209410.601388516
009f35cd3,5675914.940307657
009f65109,10295781.41572041
00a19014a,3713401.8325148006
00a27e76a,3508684.010254107
00a3b6ef7,4608906.987897953
00a427603,8036495.490129441
00a6dc8be,6954313.028394809
00a811734,7570206.423078834
00a8f58a7,4672088.998899663
00aaae151,4672088.998899663
00ab17f67,4469414.994241173
00ac2d3a5,3797439.9325239216
00adab1b6,10610240.46574039
00aef0d56,4481950.957529223
00b0b06c4,3590132.697808765
00b0e2303,7640247.635224447
00b1fbbc9,4161223.3711953014
00b43e0c1,9311905.512691656
00b7190a8,4063597.3273105207
00b722e1b,3502687.5136044603
00bba815f,7977043.374185448
00bbb1c42,4118461.8914819513
00bc2b665,4358755.927620565
00bc35689,5268118.127635952
00be23f52,11527635.24727153
00be24ac5,6267629.104441796
00bfd0f70,6297614.495722766
00c02f73e,7396256.272885624
00c08e5b3,7475491.957478547
00c8690ff,4830679.973831562
00c8df4d5,6401600.582154176
00c8e30de,4611660.591746518
00ca3fb04,10422794.142962296
00cabf621,4772630.571909746
00cb48ae3,5437297.842022845
00cb6b147,6941002.14814761
00cc91a22,12705364.938006157
00cd65e9d,8635455.132256864
00cd7d6a8,5415785.175148285
00cdc1483,4672088.998899663
00ce9bea5,7206579.588266176
00cea0091,9792707.019508522
00cea68c6,5218321.774278618
00d5a5975,6566122.762746775
00d80a3a4,27716000.21713324
00d9f3864,2646773.4294410357
00da4bd31,8533634.222551245
00df4dd77,4451925.25463193
00e1a55bf,4672088.998899663
00e332971,4672088.998899663
00e5b6b1b,5229102.016035175
00e85d5e3,4367182.219665001
00e90abfa,4938681.417123723
00e9708b4,7096265.725535844
00e9c680f,14539772.088727929
00eaa4394,9077554.300184615
00eae8832,8982511.449870672
00ebefdc0,4640348.737746119
00ecbcb1b,4164290.169681733
00ed49382,16084307.826733274
00ed87564,4672088.998899663
00ef96cfd,512863.11861526733
00efe7ca3,6224030.710208559
00f36aa18,5129914.587449181
00f3fb071,5450158.627098898
00f43f548,3252173.6630044184
00f4d58ec,4672088.998899663
00f56e106,3581607.4096784415
00f84d8c2,4984049.327776377
00f92953b,4672088.998899663
00fa1d469,9113747.150955161
00ff96f49,9495425.308509855
0100ce0d8,17391441.63490658
0102ea9e1,3551054.3553855354
0104b3af3,4630246.017003585
010672441,4672088.998899663
010771ca5,6268160.315231458
0108aea9f,4672088.998899663
010a479e1,8203480.020079345
010d0a2dd,13324133.222005917
010e3cea2,4672088.998899663
010e5417b,3631489.597777735
01108a561,2076803.4289944628
0110cca98,2821315.4831677414
011449698,4344381.83735678
0114795f0,11563041.176522892
011626c20,12097402.541236077
0117c8f27,4367471.1472119335
0117dcb47,8568197.511173759
0118c34be,5299775.142573431
0119efcb9,4672088.998899663
011a58e13,4672088.998899663
011b7902b,16807052.62657986
011ca122e,11870013.267067015
012053244,5941704.827374603
0122a258e,366017.52129193256
0122a4305,4672088.998899663
01230d8ba,4672088.998899663
012414f4e,9415919.546458788
012452125,8686690.717843192
0124529b5,4072432.7314917627
012556288,5618666.20048576
01257c24c,4874727.986789233
01258b972,4672088.998899663
0125b64db,4672088.998899663
01295ef92,3946298.6932878634
012a2752f,4672088.998899663
012b6ba95,3561328.471469159
012b96b58,7424996.35770907
012e881b9,4889365.738126366
012f25e94,4169559.218521267
012fa70bb,5436200.932182029
01304fc0a,7474542.059422227
013230913,6514382.506310418
01336ceb8,4560195.4864539495
0133b85e7,5104988.408143322
0136f8766,4672088.998899663
0137356b9,4672088.998899663
013750184,3051632.103371434
013a3f07c,4672088.998899663
013cc1c13,4897102.657745902
013e96334,8948760.890026912
013fae0b1,5118660.552376886
014076343,6174685.455141067
0140ea0ba,6798251.508783829
0143ee127,3998975.3268571603
014461014,13346969.32139764
01446634f,7060055.960494415
014729fb2,4725786.802717624
014749c88,2957929.4073638916
014787fc1,6786530.983189197
014a6143c,5030139.693405992
014af25cd,11640287.842193112
014b5797e,4865576.641783268
014badcb1,5317333.5957596265
014c523b1,8838460.35991082
014e55fdb,4672088.998899663
014ea0456,3380867.8456447
0151cc525,6574175.111587669
015409983,5655633.667936934
015411bfe,7961611.185743952
01560b792,1099033.2576478347
0157b07da,4466353.672346553
01587bbbc,4944997.004458932
0158ba234,5679215.682862519
01590d52a,11863592.425162584
015a40790,6062469.87631089
015b07817,7686039.22803958
015fc3313,14250232.156109009
01604ee4b,4672088.998899663
016054375,6045850.189862581
01642dec0,9913800.792934373
0166ab5ea,5335377.703706314
016b405be,4132305.410404837
016bdc940,10887249.053825492
016c31d1a,1700253.732034191
016d290da,5100164.25046035
016decdd2,6450653.419312325
016ee1214,5617025.222911781
016efef23,4672088.998899663
016f60448,4493858.189200793
017029678,7624035.855772993
01704d4ca,4229204.475555347
0172638ce,5090775.599936261
0173e6be5,4672088.998899663
0174ed320,2382760.892304993
017623c5c,4672088.998899663
017a4044f,6078210.548126836
