ID,target
000137c73,10241400.0
00021489f,1127500.0
0004d7953,7760150.0
00056a333,12706175.001
00056d8eb,638000.0
0005fc190,795500.0
000787e86,2563100.0
0008510a0,1004300.0
000895faf,2390700.0
000986fba,5910750.0
0009efcc5,6853083.333
000dd8f00,310500.0
000e1cdc2,8722900.0
00103739c,2788000.0
00134b367,4246900.0
001788d0d,11307901.666
0019c8ad7,5087199.999
001a267b9,2754383.3329999996
001a85486,8132452.381
001c4de06,5324572.222
001f9014b,225750.0
00216fb94,5190433.334000001
00235690e,7871000.0
00240739d,5262766.667
0024c3747,3264050.0
00297052d,11442500.0
002ab8f85,5027500.0
002bed5c0,3555583.3329999996
002bf3974,11598458.333
002d23a26,2644966.6670000004
002f27de9,12694000.0
0030d8bb4,6125740.0
003146acd,495000.0
003223263,7779705.556
00335575e,21030300.0
00337cf9d,8325733.333
003394397,3421875.0
0036358a3,4217800.0
003770d30,22658820.0
003bed5ea,297100.0
003ea6427,9013116.667
003ef8132,6469600.0
003fd1723,13793525.0
0041861b4,3139166.6670000004
0042b718b,1067666.667
004381d8f,6881248.718
0043ca764,6129000.0
004486837,12693708.333
0045c123e,11874186.667
0048915c6,1523000.0
004ab9a09,8487300.0
004b2e1c9,9620800.0
004c54732,3958066.6670000004
004cdefce,2955100.0
004dd971b,10035213.333
004f9329b,493000.0
004fd2bca,950575.0
0054bfedb,2688129.1670000004
0054ec58a,2221760.0
00551f45d,9535230.0
005777b4c,16702416.667
00578d6ea,6801000.0
005802488,18751866.667000003
0059833b6,19815000.0
005a70085,13642000.0
005b148a0,318000.0
005c28df4,5026740.0
005f8dc26,8743300.0
00603c202,17191533.334
006049609,1775620.0
00612f47e,443000.0
00647a57f,3478000.0
0065853ee,318000.0
006589d5e,1082300.0
006598823,17080666.667000003
0065c093c,8623991.667
006738351,8968000.0
006a0c6a8,10034333.333
006e9efe6,17786333.333
006f029d3,3808000.0
0070f35a2,5692750.0
007135f85,398000.0
007285433,8774184.211
00735e101,1599975.0
0074ecf4e,3528000.0
007635fa9,1733730.0
007723613,8472600.0
007867da9,418000.0
0078bfbd6,10724053.571
0078ce229,318000.0
007a89d50,2699400.0
007d43dfa,3611602.6670000004
007ee9e05,10548733.333
007ffeae2,10398000.0
00835c85c,4369642.857
0084b08f1,3712800.0
0087fb290,355300.0
0088a96bd,7238105.339
008ac4292,7243000.0
008d8cca8,1643050.0
008e07b8c,4317900.0
008e5e25a,7469433.333
0094edcdb,9410666.667
00950141c,5921120.0
009566ef1,5548125.0
0095c81d4,318000.0
0097a6ed4,3445400.0
0098fef9a,8030766.667
009b321ec,7591833.334000001
009cd681e,5768000.0
009f34f86,478000.0
009f35cd3,5478345.237
009f65109,8421127.586
00a19014a,4929150.0
00a27e76a,2844650.0
00a3b6ef7,7233906.667
00a427603,7938850.0
00a6dc8be,1644500.0
00a811734,9141848.809999999
00a8f58a7,318000.0
00aaae151,8655100.0
00ab17f67,425400.0
00ac2d3a5,14045000.0
00adab1b6,5357250.0
00aef0d56,297500.0
00b0b06c4,2958550.0
00b0e2303,12683550.0
00b1fbbc9,2004016.6670000001
00b43e0c1,8596116.666
00b7190a8,958000.0
00b722e1b,3750733.3329999996
00bba815f,9256153.333
00bbb1c42,1663000.0
00bc2b665,430250.0
00bc35689,5283460.0
00be23f52,8832032.143000001
00be24ac5,12128000.0
00bfd0f70,2524200.0
00c02f73e,6768500.0
00c08e5b3,13440000.0
00c8690ff,5333800.0
00c8df4d5,6182091.212
00c8e30de,6019933.3319999995
00ca3fb04,6322733.333
00cabf621,1018000.0
00cb48ae3,7104833.334000001
00cb6b147,5476000.0
00cc91a22,6965400.0
00cd65e9d,4593504.762
00cd7d6a8,8347550.0
00cdc1483,663000.0
00ce9bea5,9543096.667
00cea0091,17410666.667
00cea68c6,6297325.0
00d5a5975,7309500.0
00d80a3a4,27434775.0
00d9f3864,1928558.3329999999
00da4bd31,13792042.856999999
00df4dd77,328000.0
00e1a55bf,328000.0
00e332971,318883.333
00e5b6b1b,4093240.0
00e85d5e3,1198000.0
00e90abfa,1719761.905
00e9708b4,2718800.0
00e9c680f,15153880.953
00eaa4394,8986066.667
00eae8832,9919504.167
00ebefdc0,4416300.0
00ecbcb1b,5985067.544
00ed49382,18982355.237
00ed87564,328000.0
00ef96cfd,155470.833
00efe7ca3,5184400.0
00f36aa18,318000.0
00f3fb071,10886166.666
00f43f548,5668000.0
00f4d58ec,318000.0
00f56e106,1347750.0
00f84d8c2,5800200.0
00f92953b,318000.0
00fa1d469,4008205.5549999997
00ff96f49,7718000.0
0100ce0d8,13387255.555
0102ea9e1,2724500.0
0104b3af3,8025000.0
010672441,318000.0
010771ca5,5902500.0
0108aea9f,318000.0
010a479e1,16631600.0
010d0a2dd,9005458.333
010e3cea2,318000.0
010e5417b,10074933.333
01108a561,2167300.0
0110cca98,5370550.0
011449698,943666.666
0114795f0,3778458.3329999996
011626c20,12893333.333
0117c8f27,6012233.333
0117dcb47,14968738.095999997
0118c34be,3991850.0
0119efcb9,2336000.0
011a58e13,664500.0
011b7902b,12439622.223000001
011ca122e,6052600.0
