ID,target
000137c73,14625000.0
00021489f,360000.0
0004d7953,2040000.0
00056a333,5093240.0
00056d8eb,700000.0
0005fc190,1270000.0
000787e86,10480000.0
0008510a0,597000.0
000895faf,2531200.0
000986fba,1428000.0
0009efcc5,11178666.668000001
000dd8f00,360000.0
000e1cdc2,10420000.0
00103739c,1140000.0
00134b367,16120000.0
001788d0d,6424345.456
0019c8ad7,10290000.0
001a267b9,2120000.0
001a85486,2698000.0
001c4de06,6055000.0
001f9014b,1163400.0
00216fb94,4960000.0
00235690e,3200000.0
00240739d,7720000.0
0024c3747,1260800.0
00297052d,17257504.759999998
002ab8f85,1580000.0
002bed5c0,7380000.0
002bf3974,11402400.0
002d23a26,789200.0
002f27de9,20000000.0
0030d8bb4,3271333.332
003146acd,680000.0
003223263,5765866.668
00335575e,24900000.0
00337cf9d,9870800.0
003394397,2524400.0
0036358a3,2480000.0
003770d30,21963000.0
003bed5ea,360000.0
003ea6427,11360000.0
003ef8132,4748000.0
003fd1723,5252000.0
0041861b4,7853400.0
0042b718b,754000.0
004381d8f,2253333.332
0043ca764,5712800.0
004486837,6920000.0
0045c123e,12736333.331999999
0048915c6,3660000.0
004ab9a09,11832600.0
004b2e1c9,5108400.0
004c54732,2218133.332
004cdefce,4368400.0
004dd971b,8426600.0
004f9329b,360000.0
004fd2bca,528200.0
0054bfedb,2876400.0
0054ec58a,1325000.0
00551f45d,13428857.144
005777b4c,8840000.0
00578d6ea,6444000.0
005802488,18630000.0
0059833b6,22300000.0
005a70085,8176866.6680000005
005b148a0,360000.0
005c28df4,2531200.0
005f8dc26,597000.0
00603c202,6540000.0
006049609,3174680.0
00612f47e,360000.0
00647a57f,5290400.0
0065853ee,360000.0
006589d5e,232000.0
006598823,18921200.0
0065c093c,5940614.284
006738351,7840000.0
006a0c6a8,2365466.668
006e9efe6,23600000.0
006f029d3,1280000.0
0070f35a2,8376000.0
007135f85,360000.0
007285433,5625600.0
00735e101,1168000.0
0074ecf4e,360000.0
007635fa9,952000.0
007723613,4604400.0
007867da9,420000.0
0078bfbd6,6633000.0
0078ce229,360000.0
007a89d50,360000.0
007d43dfa,4911344.0
007ee9e05,20452000.0
007ffeae2,9100000.0
00835c85c,12467400.0
0084b08f1,2606400.0
0087fb290,386400.0
0088a96bd,3455466.668
008ac4292,7000266.6680000005
008d8cca8,777733.332
008e07b8c,12956400.0
008e5e25a,11520000.0
0094edcdb,7032000.0
00950141c,2324480.0
009566ef1,6818500.0
0095c81d4,360000.0
0097a6ed4,2898000.0
0098fef9a,3685600.0
009b321ec,16412000.0
009cd681e,4660000.0
009f34f86,1011200.0
009f35cd3,19930000.0
009f65109,10520000.0
00a19014a,1526000.0
00a27e76a,4856000.0
00a3b6ef7,4580000.0
00a427603,3616000.0
00a6dc8be,1880000.0
00a811734,4659200.0
00a8f58a7,360000.0
00aaae151,6180000.0
00ab17f67,290000.0
00ac2d3a5,23372000.0
00adab1b6,3946666.664
00aef0d56,360000.0
00b0b06c4,5608000.0
00b0e2303,5268000.0
00b1fbbc9,7725600.0
00b43e0c1,6720000.0
00b7190a8,360000.0
00b722e1b,4985600.0
00bba815f,12520500.0
00bbb1c42,1700000.0
00bc2b665,520000.0
00bc35689,16312000.0
00be23f52,3293466.668
00be24ac5,4316000.0
00bfd0f70,7352500.0
00c02f73e,3831066.668
00c08e5b3,3880800.0
00c8690ff,1227000.0
00c8df4d5,4614200.0
00c8e30de,4421733.332
00ca3fb04,8499200.0
00cabf621,1540000.0
00cb48ae3,1276000.0
00cb6b147,5640000.0
00cc91a22,3790000.0
00cd65e9d,5312666.668
00cd7d6a8,12040000.0
00cdc1483,632000.0
00ce9bea5,10345761.904
00cea0091,3500400.0
00cea68c6,7608000.0
00d5a5975,11800000.0
00d80a3a4,24618461.54
00d9f3864,447066.66799999995
00da4bd31,14200000.0
00df4dd77,380000.0
00e1a55bf,360000.0
00e332971,360000.0
00e5b6b1b,4204400.0
00e85d5e3,660000.0
00e90abfa,4388000.0
00e9708b4,5754000.0
00e9c680f,5914000.0
00eaa4394,5327166.668
00eae8832,8874000.0
00ebefdc0,3780000.0
00ecbcb1b,12026000.0
00ed49382,12225000.0
00ed87564,360000.0
00ef96cfd,127666.66799999999
00efe7ca3,9056000.0
00f36aa18,360000.0
00f3fb071,6172000.0
00f43f548,8744500.0
00f4d58ec,360000.0
00f56e106,962500.0
00f84d8c2,6714000.0
00f92953b,360000.0
00fa1d469,3980000.0
00ff96f49,4228000.0
0100ce0d8,11185000.0
0102ea9e1,7380000.0
