ID,target
000137c73,9146200.0
00021489f,432500.0
0004d7953,5256666.665999999
00056a333,6479000.0
00056d8eb,1055555.5559999999
0005fc190,1067500.0
000787e86,7040000.0
0008510a0,612900.0
000895faf,4492600.0
000986fba,7716593.334000001
0009efcc5,5629666.665999999
000dd8f00,340000.0
000e1cdc2,7580000.0
00103739c,820000.0
00134b367,6710000.0
001788d0d,3038800.0
0019c8ad7,6697000.0
001a267b9,1592114.2859999998
001a85486,3907800.0
001c4de06,4363000.0
001f9014b,642700.0
00216fb94,4618000.0
00235690e,6906000.0
00240739d,2305000.0
0024c3747,2100000.0
00297052d,10960171.428
002ab8f85,940000.0
002bed5c0,4713533.334
002bf3974,11419360.0
002d23a26,3116175.0
002f27de9,13497100.0
0030d8bb4,1517000.0
003146acd,350000.0
003223263,5251866.665999999
00335575e,18830000.0
00337cf9d,12351640.0
003394397,340000.0
0036358a3,3108000.0
003770d30,19027640.0
003bed5ea,313000.0
003ea6427,7701516.665999999
003ef8132,5003666.665999999
003fd1723,11165783.334
0041861b4,4386900.0
0042b718b,3107200.0
004381d8f,6328000.0
0043ca764,5680000.0
004486837,11536466.666
0045c123e,14892640.0
0048915c6,1760000.0
004ab9a09,7735282.456
004b2e1c9,12389000.0
004c54732,4498280.0
004cdefce,2522600.0
004dd971b,8187066.665999999
004f9329b,340000.0
004fd2bca,1147000.0
0054bfedb,2770400.0
0054ec58a,351100.0
00551f45d,12458580.0
005777b4c,9128533.334
00578d6ea,8373400.0
005802488,22573333.334
0059833b6,19140000.0
005a70085,8176800.0
005b148a0,340000.0
005c28df4,3926400.0
005f8dc26,4944000.0
00603c202,13715666.666
006049609,2593957.142
00612f47e,340000.0
00647a57f,2405200.0
0065853ee,340000.0
006589d5e,944000.0
006598823,12364240.0
0065c093c,9746623.808
006738351,13526933.334
006a0c6a8,10287400.0
006e9efe6,11924640.0
006f029d3,6542200.0
0070f35a2,3551333.3340000003
007135f85,340000.0
007285433,7127000.0
00735e101,1957500.0
0074ecf4e,2300000.0
007635fa9,2612100.0
007723613,5800700.0
007867da9,440000.0
0078bfbd6,10612600.0
0078ce229,340000.0
007a89d50,574200.0
007d43dfa,2103472.0
007ee9e05,7598200.0
007ffeae2,7430750.0
00835c85c,4780000.0
0084b08f1,3902800.0
0087fb290,360000.0
0088a96bd,3996083.3340000003
008ac4292,3387600.0
008d8cca8,1460999.9980000001
008e07b8c,6870022.222
008e5e25a,9773760.0
0094edcdb,10480000.0
00950141c,6601613.334000001
009566ef1,3166666.666
0095c81d4,340000.0
0097a6ed4,4436000.0
0098fef9a,4433166.665999999
009b321ec,11910000.0
009cd681e,6020000.0
009f34f86,340000.0
009f35cd3,3478000.0
009f65109,7000115.790000001
00a19014a,10057385.0
00a27e76a,5374100.0
00a3b6ef7,7851200.0
00a427603,3953200.0
00a6dc8be,2799600.0
00a811734,5538733.334000001
00a8f58a7,340000.0
00aaae151,9901000.0
00ab17f67,1035000.0
00ac2d3a5,6986666.665999999
00adab1b6,5422400.0
00aef0d56,342000.0
00b0b06c4,3089333.334
00b0e2303,9459153.334
00b1fbbc9,1192200.0
00b43e0c1,3960700.0
00b7190a8,566000.0
00b722e1b,2858000.0
00bba815f,9614450.0
00bbb1c42,510000.0
00bc2b665,340000.0
00bc35689,5134588.89
00be23f52,8768216.666
00be24ac5,10259000.0
00bfd0f70,4911600.0
00c02f73e,8338600.0
00c08e5b3,11200000.0
00c8690ff,2934800.0
00c8df4d5,10796266.666
00c8e30de,5791650.0
00ca3fb04,8248466.665999999
00cabf621,1420000.0
00cb48ae3,6116600.0
00cb6b147,7815200.0
00cc91a22,10262613.334
00cd65e9d,4546711.112000001
00cd7d6a8,8908000.0
00cdc1483,340000.0
00ce9bea5,11253160.0
00cea0091,13553266.666
00cea68c6,7740000.0
00d5a5975,11236000.0
00d80a3a4,25172380.952
00d9f3864,1735400.0
00da4bd31,13821600.0
00df4dd77,340000.0
00e1a55bf,340000.0
00e332971,340000.0
00e5b6b1b,4880000.0
00e85d5e3,850750.0
00e90abfa,1597600.0
00e9708b4,3292314.286
00e9c680f,16880000.0
00eaa4394,9201983.334
00eae8832,10074226.666
00ebefdc0,2941633.334
00ecbcb1b,8182666.665999999
00ed49382,24800000.0
00ed87564,1349600.0
00ef96cfd,164800.0
00efe7ca3,9484000.0
00f36aa18,540000.0
00f3fb071,10080000.0
00f43f548,6987800.0
00f4d58ec,340000.0
00f56e106,613200.0
00f84d8c2,4969000.0
00f92953b,340000.0
00fa1d469,6545000.0
00ff96f49,5256333.3319999995
0100ce0d8,11591333.334
0102ea9e1,3109400.0
0104b3af3,4508300.0
010672441,340000.0
010771ca5,3708000.0
0108aea9f,340000.0
010a479e1,13630666.666
010d0a2dd,8120000.0
010e3cea2,500000.0
010e5417b,8346414.286
01108a561,692000.0
0110cca98,3150700.0
011449698,1148666.666
0114795f0,6837833.334000001
011626c20,14080000.0
0117c8f27,5597400.0
0117dcb47,12382700.0
0118c34be,3989000.0
0119efcb9,654350.0
011a58e13,340000.0
011b7902b,15411600.002
011ca122e,12174666.666666666
012053244,4180500.0
0122a258e,2131666.666
0122a4305,520000.0
01230d8ba,340000.0
012414f4e,15500000.0
012452125,17806750.0
0124529b5,130000.0
012556288,2195000.0
01257c24c,1890000.0
01258b972,328066.666
0125b64db,1157000.0
01295ef92,598100.0
012a2752f,340000.0
012b6ba95,7484650.0
012b96b58,7583666.665999999
012e881b9,1790000.0
012f25e94,1610000.0
012fa70bb,7938876.192
01304fc0a,4814800.0
013230913,9139233.334
01336ceb8,6823333.334000001
0133b85e7,5736500.0
0136f8766,3590000.0
0137356b9,9429600.0
013750184,975577.7779999999
013a3f07c,4535400.0
013cc1c13,2571800.0
013e96334,10868419.046
013fae0b1,5458000.0
014076343,1270000.0
0140ea0ba,11955200.0
0143ee127,1750872.0
014461014,12469800.0
01446634f,1282800.0
014729fb2,13939000.0
014749c88,7363466.665999999
014787fc1,2570400.0
014a6143c,10396133.334
014af25cd,11655555.556
014b5797e,1320000.0
014badcb1,4843000.0
014c523b1,4994166.665999999
014e55fdb,340000.0
014ea0456,2921000.0
0151cc525,9620000.0
015409983,2103233.332
015411bfe,10340000.0
01560b792,613200.0
0157b07da,831200.0
01587bbbc,2922716.666
0158ba234,9376350.0
01590d52a,12908366.668000001
015a40790,2134000.0
015b07817,5051333.334000001
015fc3313,8566600.0
01604ee4b,340000.0
016054375,2081500.0
01642dec0,17728000.0
0166ab5ea,1116666.666
016b405be,711650.0
016bdc940,13464000.0
016c31d1a,3149000.0
016d290da,3580000.0
016decdd2,5175433.334000001
016ee1214,4225000.0
