ID,target
000137c73,12813200.0
00021489f,300000.0
0004d7953,5040000.0
00056a333,14704800.0
00056d8eb,700000.0
0005fc190,1106200.0
000787e86,3802000.0
0008510a0,718600.0
000895faf,3187685.714
000986fba,5792123.808
0009efcc5,7111000.0
000dd8f00,237933.33399999997
000e1cdc2,8534500.0
00103739c,2790000.0
00134b367,3801266.6659999997
001788d0d,8670133.331999999
0019c8ad7,11409600.0
001a267b9,2228000.0
001a85486,10782200.0
001c4de06,8211000.0
001f9014b,1398000.0
00216fb94,8732000.0
00235690e,8250000.0
00240739d,5615700.0
0024c3747,5427666.665999999
00297052d,10323833.331999999
002ab8f85,1630000.0
002bed5c0,6456400.0
002bf3974,10725150.0
002d23a26,3484600.0
002f27de9,14150000.0
0030d8bb4,4818000.0
003146acd,1910000.0
003223263,4668471.428
00335575e,21832500.0
00337cf9d,8268400.0
003394397,4090000.0
0036358a3,7950000.0
003770d30,22606666.666
003bed5ea,233200.0
003ea6427,8421794.286
003ef8132,11046200.0
003fd1723,18800000.0
0041861b4,6203400.0
0042b718b,1085700.0
004381d8f,4098916.6659999997
0043ca764,5540000.0
004486837,16551515.790000001
0045c123e,18982145.056
0048915c6,2300000.0
004ab9a09,12346500.0
004b2e1c9,9513400.0
004c54732,8998000.0
004cdefce,2674200.0
004dd971b,8392820.0
004f9329b,2960000.0
004fd2bca,977000.0
0054bfedb,3278666.666
0054ec58a,416000.0
00551f45d,24179466.666
005777b4c,13230100.0
00578d6ea,11046000.0
005802488,25740400.0
0059833b6,19560000.0
005a70085,6494000.0
005b148a0,300000.0
005c28df4,5011000.0
005f8dc26,12040000.0
00603c202,15330666.666
006049609,3378000.0
00612f47e,300000.0
00647a57f,7573666.665999999
0065853ee,300000.0
006589d5e,809400.0
006598823,20924000.0
0065c093c,2715000.0
006738351,8406000.0
006a0c6a8,9975369.23
006e9efe6,17445833.334
006f029d3,4972000.0
0070f35a2,2323500.0
007135f85,300000.0
007285433,7323000.0
00735e101,830202.3800000001
0074ecf4e,5163000.0
007635fa9,3475333.3340000003
007723613,3119000.0
007867da9,390000.0
0078bfbd6,16713000.0
0078ce229,300000.0
007a89d50,886600.0
007d43dfa,3507172.0
007ee9e05,14999600.0
007ffeae2,10652000.0
00835c85c,3021700.0
0084b08f1,2459200.0
0087fb290,276400.0
0088a96bd,5547264.286
008ac4292,7344868.422
008d8cca8,5053666.665999999
008e07b8c,8413833.334
008e5e25a,6441666.665999999
0094edcdb,6503533.334000001
00950141c,5029800.0
009566ef1,9203750.0
0095c81d4,300000.0
0097a6ed4,5304000.0
0098fef9a,5726766.665999999
009b321ec,11902333.334
009cd681e,4490000.0
009f34f86,480000.0
009f35cd3,4615000.0
009f65109,7560000.0
00a19014a,6405300.0
00a27e76a,2215800.0
00a3b6ef7,12127200.0
00a427603,4934866.665999999
00a6dc8be,3109200.0
00a811734,8206000.0
00a8f58a7,300000.0
00aaae151,5200000.0
00ab17f67,1184600.0
